Property State,Property County,Property City,Property Zip,Originating Mortgagee Sponsor Originator,Originating Mortgagee Number,Sponsor Name,Sponsor_Number,Sponsor Originator,Current Servicer ID,Previous Servicer,Hecm Type,Rate Type,Interest Rate,Initial Principal Limit,Maximum Claim Amount,Endorsement Year,Endorsement Month
KS,DONIPHAN,BENDENA,66008,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,3.42,68540,115000,2021,11
KS,FINNEY,GARDEN CITY,67846,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.6,134820,210000,2021,11
KS,HARVEY,HESSTON,67062,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510527,Hecm for Refinance,Adjustable,1.61,91040,160000,2021,11
KS,JOHNSON,LENEXA,66215,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,2.32,171690,295000,2021,11
KS,JOHNSON,OVERLAND PARK,66204,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.64,134880,240000,2021,11
KS,SEDGWICK,WICHITA,67205,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Purchase,Adjustable,2.33,321600,600000,2021,11
KS,SUMNER,CONWAY SPRINGS,67031,OPEN MORTGAGE LLC,21548,Not Available,Not Available,Not Available,1142500001,2154800002,Hecm Traditional,Adjustable,2.39,92730,165000,2021,11
KS,WYANDOTTE,KANSAS CITY,66106,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.49,101195,185000,2021,11
KY,BOONE,WALTON,41094,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001489,Hecm Traditional,Adjustable,2.485,209875,365000,2021,11
KY,BULLITT,LOUISVILLE,40229,REALFI HOME FUNDING CORP.,17688,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,2.32,130112,214000,2021,11
KY,FAYETTE,LEXINGTON,40513,LONGBRIDGE FINANCIAL LLC,31169,Not Available,Not Available,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,1.61,344500,650000,2021,11
KY,FRANKLIN,FRANKFORT,40601,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,3.22,67570,145000,2021,11
KY,JEFFERSON,LOUISVILLE,40217,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.78,93425,185000,2021,11
KY,JEFFERSON,LOUISVILLE,40228,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.67,167825,245000,2021,11
KY,JEFFERSON,LOUISVILLE,40245,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.86,373120,640000,2021,11
KY,JEFFERSON,LOUISVILLE,40299,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,1.95,194271,319000,2021,11
KY,JESSAMINE,NICHOLASVILLE,40356,MAGNOLIA BANK,16449,AMERICAN ADVISORS GROUP,22823,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.772,398650,670000,2021,11
KY,KENTON,FLORENCE,41042,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,1.72,104400,180000,2021,11
KY,MCCRACKEN,PADUCAH,42003,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.45,152880,280000,2021,11
KY,MEADE,WEBSTER,40176,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,3.03,86580,156000,2021,11
KY,MONROE,TOMPKINSVILLE,42167,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.14,132577,233000,2021,11
KY,TRIMBLE,CAMPBELLSBURG,40011,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.53,165580,340000,2021,11
KY,WARREN,BOWLING GREEN,42104,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,1142500001,Hecm Traditional,Adjustable,1.91,154379,243500,2021,11
LA,BEAUREGARD,DERIDDER,70634,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.95,39858,78000,2021,11
LA,BOSSIER,BENTON,71006,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm Traditional,Adjustable,1.715,118424,226000,2021,11
LA,BOSSIER,BOSSIER CITY,71112,"SOUTH RIVER MORTGAGE, LLC",Not Available,OPEN MORTGAGE LLC,21548,"SOUTH RIVER MORTGAGE, LLC",1142500001,2154800002,Hecm Traditional,Adjustable,1.82,164580,260000,2021,11
LA,EAST BATON ROUGE,BATON ROUGE,70817,MID AMERICA MORTGAGE INC.,38132,Not Available,Not Available,Not Available,3027509990,0,Hecm for Purchase,Fixed,3.5,214800.45,406050,2021,11
LA,EVANGELINE,VILLE PLATTE,70586,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.76,41369.4,84600,2021,11
LA,IBERIA,NEW IBERIA,70563,AMERICA'S MORTGAGE RESOURCE INC,10534,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,1142500001,1053400001,Hecm Traditional,Adjustable,2.11,133893,261000,2021,11
LA,JEFFERSON,KENNER,70065,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.465,140070,230000,2021,11
LA,JEFFERSON,MARRERO,70072,"URBAN HOUSING MORTGAGE & REALTY GROUP, L",Not Available,OPEN MORTGAGE LLC,21548,"URBAN HOUSING MORTGAGE & REALTY GROUP, L",1142500001,2154800002,Hecm Traditional,Adjustable,2.11,87672,156000,2021,11
LA,JEFFERSON,METAIRIE,70001,AMERICA'S MORTGAGE RESOURCE INC,10534,AMERICAN ADVISORS GROUP,22823,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.11,105198,197000,2021,11
LA,JEFFERSON,METAIRIE,70003,AMERICA'S MORTGAGE RESOURCE INC,10534,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,1142500001,1053400001,Hecm Traditional,Adjustable,2.07,77616,147000,2021,11
LA,JEFFERSON,METAIRIE,70005,MID AMERICA MORTGAGE INC.,38132,Not Available,Not Available,Not Available,2282300018,0,Hecm Traditional,Adjustable,2.61,170117,311000,2021,11
LA,JEFFERSON,METAIRIE,70005,MID AMERICA MORTGAGE INC.,38132,Not Available,Not Available,Not Available,2282300018,0,Hecm for Refinance,Adjustable,1.84,164430,270000,2021,11
LA,JEFFERSON,RIVER RIDGE,70123,AMERICA'S MORTGAGE RESOURCE INC,10534,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,1142500001,1053400001,Hecm for Refinance,Adjustable,1.965,137250,250000,2021,11
LA,LIVINGSTON,DENHAM SPRINGS,70726,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,1.52,99693,171000,2021,11
LA,ORLEANS,NEW ORLEANS,70113,"ALLIED FIRST BANK, SB",Not Available,MIDWEST LOAN SOLUTIONS INC,75451,"ALLIED FIRST BANK, SB",1142500001,7545100005,Hecm Traditional,Adjustable,2.84,108108,231000,2021,11
LA,ORLEANS,NEW ORLEANS,70115,AMERICA'S MORTGAGE RESOURCE INC,10534,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,1142500001,1053400001,Hecm Traditional,Adjustable,1.83,302305,515000,2021,11
LA,ORLEANS,NEW ORLEANS,70117,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,3121500003,Hecm Traditional,Adjustable,1.94,225765,435000,2021,11
LA,OUACHITA,MONROE,71203,LONGBRIDGE FINANCIAL LLC,31169,Not Available,Not Available,Not Available,1142500001,3116900000,Hecm Traditional,Fixed,3.56,137770,230000,2021,11
LA,PLAQUEMINES,BELLE CHASSE,70037,AMERICA'S MORTGAGE RESOURCE INC,10534,AMERICAN ADVISORS GROUP,22823,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.195,308568,516000,2021,11
LA,ST. TAMMANY,COVINGTON,70433,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.97,305805,555000,2021,11
LA,WEBSTER,SPRINGHILL,71075,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027509990,Hecm Traditional,Adjustable,1.84,75240,120000,2021,11
MA,BARNSTABLE,EAST FALMOUTH,2536,"ACCUTRUST MORTGAGE, INC.",Not Available,FINANCE OF AMERICA REVERSE LLC,21249,"ACCUTRUST MORTGAGE, INC.",1142500001,2124900009,Hecm Traditional,Adjustable,1.57,274130,395000,2021,11
MA,BARNSTABLE,EAST FALMOUTH,2536,THE FEDERAL SAVINGS BANK,31074,Not Available,Not Available,Not Available,1142500001,3107400004,Hecm for Refinance,Adjustable,3.26,279015,445000,2021,11
MA,BARNSTABLE,EASTHAM,2642,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,1.99,389896,652000,2021,11
MA,BARNSTABLE,FALMOUTH,2540,THE FEDERAL SAVINGS BANK,31074,Not Available,Not Available,Not Available,3027509990,3107400004,Hecm for Refinance,Adjustable,2.11,382140,660000,2021,11
MA,BARNSTABLE,HYANNIS,2601,"SLADE MORTGAGE GROUP, INC",Not Available,PHH MORTGAGE CORPORATION,30275,"SLADE MORTGAGE GROUP, INC",3027509990,3027510460,Hecm for Refinance,Adjustable,1.59,287679,399000,2021,11
MA,BARNSTABLE,ORLEANS,2653,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,2.695,456418.13,822375,2021,11
MA,BARNSTABLE,SOUTH CHATHAM,2659,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,2.195,498359.25,822375,2021,11
MA,BARNSTABLE,SOUTH YARMOUTH,2664,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.61,191835,315000,2021,11
MA,BARNSTABLE,WEST HYANNISPORT,2672,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510425,Hecm for Refinance,Adjustable,1.59,376852,626000,2021,11
MA,BARNSTABLE,YARMOUTH PORT,2675,THE FEDERAL SAVINGS BANK,31074,Not Available,Not Available,Not Available,3027509990,3107400004,Hecm Traditional,Adjustable,2.34,290950,550000,2021,11
MA,BRISTOL,FAIRHAVEN,2719,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000381,Hecm for Refinance,Adjustable,1.465,309100,550000,2021,11
MA,BRISTOL,SOMERSET,2726,DRAPER AND KRAMER MORTGAGE,77678,PHH MORTGAGE CORPORATION,30275,Not Available,3027509990,7767800008,Hecm Traditional,Adjustable,1.715,219600,400000,2021,11
MA,BRISTOL,WESTPORT,2790,"SLADE MORTGAGE GROUP, INC",Not Available,LONGBRIDGE FINANCIAL LLC,31169,"SLADE MORTGAGE GROUP, INC",1142500001,3116900000,Hecm Traditional,Adjustable,2.33,262500,350000,2021,11
MA,ESSEX,DANVERS,1923,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,3.3,271400,575000,2021,11
MA,ESSEX,GROVELAND,1834,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,2.945,240560,485000,2021,11
MA,ESSEX,MERRIMAC,1860,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,2.235,229075,425000,2021,11
MA,ESSEX,NEWBURY,1951,CONTINENTAL FUNDING CORP.,Not Available,REVERSE MORTGAGE FUNDING LLC,31180,CONTINENTAL FUNDING CORP.,1142500001,3118000005,Hecm for Refinance,Adjustable,2.08,380800,680000,2021,11
MA,ESSEX,SALEM,1970,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.89,322350,525000,2021,11
MA,ESSEX,SALEM,1970,SALEM FIVE MORTGAGE CO LLC,76949,PHH MORTGAGE CORPORATION,30275,Not Available,3027509990,7694900000,Hecm Traditional,Adjustable,2.11,412500,550000,2021,11
MA,ESSEX,TOPSFIELD,1983,"QUONTIC BANK, FSB",30741,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,2.57,365760,635000,2021,11
MA,HAMPDEN,CHICOPEE,1020,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510425,Hecm for Refinance,Adjustable,1.455,128731,193000,2021,11
MA,HAMPDEN,WILBRAHAM,1095,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,3121500003,0,Hecm Traditional,Adjustable,2.28,268620,370000,2021,11
MA,HAMPSHIRE,FLORENCE,1062,LEADER ONE FINANCIAL CORPORATION,22653,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,3.08,392340,780000,2021,11
MA,HAMPSHIRE,WARE,1082,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm Traditional,Adjustable,1.79,119144,212000,2021,11
MA,MIDDLESEX,BEDFORD,1730,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.64,444150,630000,2021,11
MA,MIDDLESEX,CHELMSFORD,1824,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000034,Hecm Traditional,Adjustable,2.01,295932,546000,2021,11
MA,MIDDLESEX,CONCORD,1742,HOMESTEAD MORTGAGE LLC,Not Available,REVERSE MORTGAGE FUNDING LLC,31180,HOMESTEAD MORTGAGE LLC,1142500001,3118000005,Hecm Traditional,Adjustable,2.07,616781.25,822375,2021,11
MA,MIDDLESEX,HOPKINTON,1748,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000273,Hecm for Refinance,Adjustable,1.83,394830,615000,2021,11
MA,MIDDLESEX,NATICK,1760,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,1.54,299205,545000,2021,11
MA,MIDDLESEX,NEWTON,2459,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,1.54,440793,822375,2021,11
MA,MIDDLESEX,WAKEFIELD,1880,THE FEDERAL SAVINGS BANK,31074,Not Available,Not Available,Not Available,3027509990,0,Hecm Traditional,Adjustable,2.11,465000,620000,2021,11
MA,MIDDLESEX,WALTHAM,2453,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.61,493290,810000,2021,11
MA,NORFOLK,BRAINTREE,2184,"SHAMROCK HOME LOANS, INC.",12973,PHH MORTGAGE CORPORATION,30275,Not Available,3027509990,1297300006,Hecm Traditional,Fixed,3.31,277200,525000,2021,11
MA,NORFOLK,COHASSET,2025,HOMESTEAD MORTGAGE LLC,Not Available,REVERSE MORTGAGE FUNDING LLC,31180,HOMESTEAD MORTGAGE LLC,1142500001,3118000005,Hecm for Refinance,Adjustable,1.875,477915,755000,2021,11
MA,NORFOLK,MEDFIELD,2052,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,1.66,350280,630000,2021,11
MA,NORFOLK,MEDWAY,2053,SALEM FIVE MORTGAGE CO LLC,76949,PHH MORTGAGE CORPORATION,30275,Not Available,3027509990,7694900000,Hecm Traditional,Adjustable,1.61,219760,410000,2021,11
MA,NORFOLK,MILTON,2186,"HARBOR MORTGAGE SOLUTIONS, INC.",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"HARBOR MORTGAGE SOLUTIONS, INC.",1142500001,3118000005,Hecm Traditional,Adjustable,2.08,430695,765000,2021,11
MA,PLYMOUTH,BROCKTON,2302,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm Traditional,Adjustable,1.465,249900,420000,2021,11
MA,PLYMOUTH,HINGHAM,2043,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000381,Hecm for Refinance,Adjustable,2.215,479444.63,822375,2021,11
MA,PLYMOUTH,HULL,2045,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,1.61,473688,822375,2021,11
MA,PLYMOUTH,MARSHFIELD,2050,HOMESTEAD MORTGAGE LLC,Not Available,REVERSE MORTGAGE FUNDING LLC,31180,HOMESTEAD MORTGAGE LLC,1142500001,3118000005,Hecm Traditional,Adjustable,1.83,292110,455000,2021,11
MA,PLYMOUTH,PEMBROKE,2359,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000381,Hecm for Refinance,Adjustable,1.82,325440,565000,2021,11
MA,SUFFOLK,BOSTON,2128,AAA NORTHEAST BANK,Not Available,FINANCE OF AMERICA REVERSE LLC,21249,AAA NORTHEAST BANK,1142500001,2124900009,Hecm Traditional,Adjustable,2.08,410280,780000,2021,11
MA,SUFFOLK,REVERE,2151,"HARBOR MORTGAGE SOLUTIONS, INC.",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"HARBOR MORTGAGE SOLUTIONS, INC.",1142500001,3118000005,Hecm for Refinance,Adjustable,1.735,482925,685000,2021,11
MA,WORCESTER,SUTTON,1590,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000273,Hecm Traditional,Fixed,3.18,196100,370000,2021,11
MD,ANNE ARUNDEL,ANNAPOLIS,21401,"REVERSE MORTGAGE ANSWERS, LLC",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"REVERSE MORTGAGE ANSWERS, LLC",1142500001,3118000005,Hecm Traditional,Adjustable,1.83,342624,498000,2021,11
MD,ANNE ARUNDEL,ANNAPOLIS,21403,"CALIVER BEACH MORTGAGE, LLC.",Not Available,OPEN MORTGAGE LLC,21548,"CALIVER BEACH MORTGAGE, LLC.",3027509990,2154800002,Hecm Traditional,Adjustable,2.61,275880,440000,2021,11
MD,ANNE ARUNDEL,GLEN BURNIE,21061,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,3.07,150900,300000,2021,11
MD,ANNE ARUNDEL,GLEN BURNIE,21061,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000113,Hecm for Refinance,Adjustable,2.09,189000,350000,2021,11
MD,ANNE ARUNDEL,SEVERN,21144,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,3027509990,0,Hecm Traditional,Adjustable,1.64,261800,440000,2021,11
MD,BALTIMORE COUNTY,BALTIMORE,21208,NFM INC,Not Available,AMERICAN ADVISORS GROUP,22823,NFM INC,1142500001,2282300018,Hecm Traditional,Fixed,3.06,320460,545000,2021,11
MD,BALTIMORE COUNTY,BALTIMORE,21209,LONGBRIDGE FINANCIAL LLC,31169,Not Available,Not Available,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,1.89,161700,275000,2021,11
MD,BALTIMORE COUNTY,BALTIMORE,21221,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.72,125580,230000,2021,11
MD,BALTIMORE COUNTY,BALTIMORE,21222,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.65,109947,201000,2021,11
MD,BALTIMORE COUNTY,BALTIMORE,21234,ROCK SPRING FINANCIAL GROUP LLC,Not Available,LONGBRIDGE FINANCIAL LLC,31169,ROCK SPRING FINANCIAL GROUP LLC,1142500001,3116900000,Hecm Traditional,Adjustable,2.58,105995,215000,2021,11
MD,BALTIMORE COUNTY,CATONSVILLE,21228,"REVERSE MORTGAGE ANSWERS, LLC",Not Available,LONGBRIDGE FINANCIAL LLC,31169,"REVERSE MORTGAGE ANSWERS, LLC",1142500001,3116900000,Hecm Traditional,Adjustable,1.955,154180,260000,2021,11
MD,BALTIMORE COUNTY,DUNDALK,21222,"SOUTH RIVER MORTGAGE, LLC",Not Available,OPEN MORTGAGE LLC,21548,"SOUTH RIVER MORTGAGE, LLC",1142500001,2154800002,Hecm for Refinance,Adjustable,2.715,106183,197000,2021,11
MD,BALTIMORE COUNTY,ESSEX,21221,FIRST PREFERENCE MTG CORP,74969,PHH MORTGAGE CORPORATION,30275,Not Available,3027509990,7496900006,Hecm for Refinance,Adjustable,2.36,164725,275000,2021,11
MD,BALTIMORE COUNTY,LUTHERVILLE,21093,NATIONWIDE EQUITIES CORPORATION,21639,Not Available,Not Available,Not Available,1142500001,2163900005,Hecm for Refinance,Adjustable,2.705,418959,789000,2021,11
MD,BALTIMORE COUNTY,MANCHESTER,21102,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.31,251275,475000,2021,11
MD,BALTIMORE COUNTY,PARKTON,21120,LONGBRIDGE FINANCIAL LLC,31169,Not Available,Not Available,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,1.73,430924.5,822375,2021,11
MD,BALTIMORE COUNTY,PHOENIX,21131,ATLANTIC COAST MORTGAGE LLC,31089,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,2.58,378160,580000,2021,11
MD,BALTIMORE COUNTY,WHITE HALL,21161,"ADVENT FINANCIAL, INC.",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"ADVENT FINANCIAL, INC.",1142500001,3118000005,Hecm Traditional,Adjustable,2.125,236076,382000,2021,11
MD,CALVERT,PRINCE FREDERICK,20678,GATEWAY MORTGAGE SOLUTIONS LLC,Not Available,SUN WEST MORTGAGE CO INC,64438,GATEWAY MORTGAGE SOLUTIONS LLC,6443809990,0,Hecm for Refinance,Adjustable,2.965,152272,307000,2021,11
MD,CARROLL,NEW WINDSOR,21776,ADVISORS MORTGAGE GROUP LLC,15483,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Fixed,3.31,318825,545000,2021,11
MD,CARROLL,NEW WINDSOR,21776,PRIMARY RESIDENTIAL MORTGAGE INC,12617,AMERICAN ADVISORS GROUP,22823,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.58,226380,420000,2021,11
MD,CHARLES,BRYANS ROAD,20616,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,2282300018,2282300003,Hecm Traditional,Adjustable,2.41,282490,410000,2021,11
MD,CHARLES,WALDORF,20603,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.66,116620,238000,2021,11
MD,FREDERICK,WOODSBORO,21798,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm Traditional,Adjustable,1.86,285950,475000,2021,11
MD,GARRETT,ACCIDENT,21520,"REVERSE MORTGAGE ANSWERS, LLC",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"REVERSE MORTGAGE ANSWERS, LLC",1142500001,3118000005,Hecm Traditional,Adjustable,2.33,178350,290000,2021,11
MD,HARFORD,DARLINGTON,21034,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.23,342540,660000,2021,11
MD,HARFORD,EDGEWOOD,21040,"REVERSE MORTGAGE ANSWERS, LLC",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"REVERSE MORTGAGE ANSWERS, LLC",1142500001,3118000005,Hecm Traditional,Adjustable,2.11,125840,220000,2021,11
MD,HARFORD,FOREST HILL,21050,NATIONWIDE EQUITIES CORPORATION,21639,Not Available,Not Available,Not Available,1142500001,2163900005,Hecm Traditional,Adjustable,2.59,279186,474000,2021,11
MD,HARFORD,HAVRE DE GRACE,21078,"PRIMARY RESIDENTIAL MORTGAGE, INC.",Not Available,FINANCE OF AMERICA REVERSE LLC,21249,"PRIMARY RESIDENTIAL MORTGAGE, INC.",1142500001,2124900009,Hecm Traditional,Adjustable,2.58,317720,520000,2021,11
MD,HOWARD,CLARKSVILLE,21029,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000113,Hecm for Refinance,Adjustable,1.95,473688,822375,2021,11
MD,HOWARD,COLUMBIA,21044,"ADVENT FINANCIAL, INC.",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"ADVENT FINANCIAL, INC.",1142500001,3118000005,Hecm Traditional,Adjustable,2.07,363750,485000,2021,11
MD,HOWARD,COLUMBIA,21044,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.43,244770,410000,2021,11
MD,HOWARD,COLUMBIA,21045,"ADVENT FINANCIAL, INC.",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"ADVENT FINANCIAL, INC.",1142500001,3118000005,Hecm for Refinance,Adjustable,2.07,206280,382000,2021,11
MD,HOWARD,ELLICOTT CITY,21043,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.78,197790,285000,2021,11
MD,MONTGOMERY,BURTONSVILLE,20866,LONGBRIDGE FINANCIAL LLC,31169,Not Available,Not Available,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,2,232400,415000,2021,11
MD,PRINCE GEORGE'S,ADELPHI,20783,"SOUTH RIVER MORTGAGE, LLC",Not Available,MONEY HOUSE INC,11259,"SOUTH RIVER MORTGAGE, LLC",1125900037,0,Hecm Traditional,Adjustable,2.965,191352,408000,2021,11
MD,PRINCE GEORGE'S,CHEVERLY,20785,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,2.57,242100,450000,2021,11
